versionCreated,text,storyId,sourceCode
2022-10-28 07:43:42+00:00,BUZZ-NatWest top loser on UK's blue-chip index after flat qtrly profit,urn:newsml:newswire.refinitiv.com:20221028:nL4N31T229:1,NS:RTRS
2022-10-28 07:05:57+00:00,NATWEST SHARES FALL 7% ON FLAT Q3 PROFIT,urn:newsml:newswire.refinitiv.com:20221028:nL8N31T2IT:1,NS:RTRS
2022-10-28 07:02:08+00:00,Natwest Group PLC reports results for the quarter ended in September - Earnings Summary,urn:newsml:newswire.refinitiv.com:20221028:nL8N31T2GF:1,NS:RTRS
2022-10-28 06:05:05+00:00,NatWest reports flat profit as bad loan charge weighs,urn:newsml:newswire.refinitiv.com:20221028:nL4N31S3N1:2,NS:RTRS
2022-10-28 06:01:20.007000+00:00,NATWEST GROUP PLC <NWG.L> - EXPECT NIM TO BE GREATER THAN 2.80% FOR FULL YEAR 2022 IN GO-FORWARD GROUP,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:10,NS:RTRS
2022-10-28 06:01:13.448000+00:00,"NATWEST GROUP PLC <NWG.L> - REMAIN COMFORTABLE WITH OUR THROUGH CYCLE IMPAIRMENT LOSS RATE GUIDANCE OF 20-30 BASIS POINTS, INCLUDING IN 2023.",urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:9,NS:RTRS
2022-10-28 06:01:02.835000+00:00,NATWEST GROUP PLC <NWG.L> - WE NO LONGER EXPECT COSTS TO BE BROADLY STABLE GIVEN INCREASED INFLATIONARY PRESSURES.,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:8,NS:RTRS
2022-10-28 06:01:00.285000+00:00,"NATWEST GROUP PLC <NWG.L> - LIQUIDITY COVERAGE RATIO (LCR) OF 156%, REPRESENTING £67.8 BLN HEADROOM ABOVE 100% MINIMUM REQUIREMENT, DECREASED BY 3 PERCENTAGE POINTS COMPARED WITH Q2 2022",urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:7,NS:RTRS
2022-10-28 06:00:57.985000+00:00,NATWEST GROUP PLC <NWG.L> - INCOME WILL BE HIGHER SUPPORTED BY HIGHER INTEREST RATES.,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:6,NS:RTRS
2022-10-28 06:00:51.081000+00:00,"NATWEST GROUP PLC <NWG.L> - GO-FORWARD GROUP CUSTOMER DEPOSITS DECREASED BY £14.5 BLN TO £461.7 BLN COMPARED WITH Q2 2022, PRIMARILY DRIVEN BY A REDUCTION IN TREASURY REPO",urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:5,NS:RTRS
2022-10-28 06:00:50.859000+00:00,NATWEST GROUP PLC <NWG.L> - CONTINUE TO EXPECT TO ACHIEVE OUR PLANNED RETURN ON TANGIBLE EQUITY IN RANGE OF 14-16%.,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:4,NS:RTRS
